,street,project,marketSegment,propertyType,enBlock,tenure,annual_appreciation,noOfTransactions,initialYear,leaseCommencement,leaseRemaining
2492,YISHUN CENTRAL 1,NORTH PARK RESIDENCES,OCR,Apartment,False,Leasehold,0.04291047552616354,74977,2016,2015.0,98.0
2984,ROSYTH ROAD,ROSYTH RESIDENCE,OCR,Apartment,False,Freehold,0.04268213937621834,957,2017,1886.0,868.0
3736,YISHUN RING ROAD,THE WISTERIA,OCR,Apartment,False,Leasehold,0.042674146708880964,23540,2016,2015.0,98.0
2322,SIGLAP ROAD,MANDARIN GARDENS,OCR,Condominium,False,Leasehold,0.04267054356807183,31708,2016,1982.0,65.0
838,KIM YAM ROAD,GAMBIER COURT,CCR,Apartment,False,Leasehold,0.04225266362252664,2630,2016,1997.0,80.0
3964,WESTWOOD AVENUE,WESTWOOD RESIDENCES,OCR,Executive Condominium,False,Leasehold,0.04210759671854532,71144,2016,2014.0,97.0
2663,PARRY TERRACE,PARRY PARK,OCR,Terrace,False,Freehold,0.041938173029813716,4904,2016,1877.0,860.0
1738,JANSEN ROAD,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Freehold,0.041908057193459934,1169,2017,1878.0,860.0
3035,SIGLAP LINK,SEASIDE RESIDENCES,OCR,Apartment,False,Leasehold,0.041900696024738074,216555,2017,2016.0,98.0
3451,CLEMENTI AVENUE 1,THE CLEMENT CANOPY,OCR,Apartment,False,Leasehold,0.041374105993038875,122441,2017,2016.0,98.0
1225,YUAN CHING ROAD,LAKESIDE APARTMENTS,OCR,Apartment,False,Leasehold,0.041228070175438586,2627,2016,1977.0,60.0
3429,CANBERRA DRIVE,THE BROWNSTONE,OCR,Executive Condominium,False,Leasehold,0.04099007939094295,50578,2016,2014.0,97.0
1006,MOONBEAM DRIVE,HOLLAND GARDENS,CCR,Semi-detached,False,Freehold,0.040947187662943654,2387,2017,1885.0,867.0
510,RHU CROSS,COSTA RHU,RCR,Condominium,False,Leasehold,0.04060872076687831,34196,2016,1994.0,77.0
998,HILLVIEW AVENUE,HILLVIEW RESIDENCE,OCR,Condominium,False,Freehold,0.04020173817874118,5566,2016,1885.0,868.0
432,SERANGOON AVENUE 3,CHILTERN PARK,OCR,Condominium,False,Leasehold,0.04013730504133764,19247,2016,1991.0,74.0
2282,JALAN LOYANG BESAR,LOYANG COURT,OCR,Strata Terrace,False,Leasehold,0.039999999999999994,720,2020,1994.0,73.0
2259,LIMAU RISE,LIMAU VILLAS,OCR,Semi-detached,False,Leasehold,0.039987560505018234,2324,2016,1996.0,79.0
3698,FERNVALE LANE,THE TOPIARY,OCR,Executive Condominium,False,Leasehold,0.039985667060137405,24496,2016,2012.0,95.0
217,BRIGHT HILL DRIVE,BISHAN POINT,RCR,Condominium,False,Leasehold,0.039916017372752445,7225,2016,1997.0,80.0
1069,JALAN TANI,ISUITES @ TANI,OCR,Apartment,False,Freehold,0.039790209790209786,1190,2017,1883.0,865.0
558,HILLSIDE DRIVE,D'HIRO@HILLSIDE,OCR,Apartment,False,Freehold,0.039753599880372185,1198,2018,1876.0,857.0
299,TANJONG RHU ROAD,CAMELOT BY-THE-WATER,RCR,Condominium,False,Leasehold,0.03949557509751563,3615,2016,1996.0,79.0
994,HUME AVENUE,HILLVIEW GREEN,OCR,Condominium,False,Freehold,0.039491677357127615,18360,2016,1883.0,866.0
949,HAZEL PARK TERRACE,HAZEL PARK CONDOMINIUM,OCR,Condominium,False,Freehold,0.03938012179005894,26119,2016,1882.0,865.0
3064,ALNWICK ROAD,SERANGOON GARDEN ESTATE,OCR,Semi-detached,False,Freehold,0.03936268858521662,104621,2016,1955.0,938.0
174,BAYSHORE ROAD,BAYSHORE PARK,OCR,Condominium,False,Leasehold,0.039327338955574095,41279,2016,1982.0,65.0
3881,BEGONIA LANE,VILLA BEGONIA,OCR,Semi-detached,False,Leasehold,0.03862977116810162,2595,2017,1994.0,76.0
3030,PASIR RIS RISE,SEA HORIZON,OCR,Executive Condominium,False,Leasehold,0.03851183407608655,1751,2016,2013.0,96.0
845,DUNEARN ROAD,GARDENVISTA,RCR,Condominium,False,Leasehold,0.038200822306944604,25026,2016,1999.0,82.0
2939,HAVELOCK ROAD,RIVER PLACE,RCR,Condominium,False,Leasehold,0.038018128576326575,20182,2016,1995.0,78.0
368,JALAN LOYANG BESAR,CELADON VIEW,OCR,Apartment,False,Freehold,0.037871865163976046,958,2017,1885.0,867.0
1150,LIMAU GARDEN,KEW GATE,OCR,Strata Terrace,False,Leasehold,0.03766793166972691,3840,2016,1994.0,77.0
3376,TAMPINES STREET 86,THE ALPS RESIDENCES,OCR,Condominium,False,Leasehold,0.03765237095294372,124028,2016,2015.0,98.0
2949,PUNGGOL DRIVE,RIVERPARC RESIDENCE,OCR,Executive Condominium,False,Leasehold,0.03760444705040215,31020,2017,2010.0,92.0
376,JALAN MEMBINA,CENTRAL GREEN CONDOMINIUM,RCR,Condominium,False,Leasehold,0.037577994964140535,10585,2016,1992.0,75.0
360,TANJONG RHU ROAD,CASUARINA COVE,RCR,Condominium,False,Leasehold,0.03752245522062037,5783,2016,1993.0,76.0
2381,JALAN BUKIT HO SWEE,MERAPRIME,RCR,Condominium,False,Leasehold,0.03730204184363698,7706,2016,2003.0,86.0
377,GEYLANG EAST AVENUE 1,CENTRAL GROVE,RCR,Condominium,False,Leasehold,0.03728503413103739,10840,2016,1997.0,80.0
3176,SIMON PLACE,SOVEREIGN @ SIMON,OCR,Strata Terrace,False,Freehold,0.037101114955786274,1687,2016,1884.0,867.0
3497,SIN MING WALK,THE GARDENS AT BISHAN,RCR,Condominium,False,Leasehold,0.036972465446408226,32681,2016,1997.0,80.0
691,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,Condominium,False,Leasehold,0.036619040375803054,49639,2016,2011.0,94.0
3817,WOODLANDS AVENUE 6,TWIN FOUNTAINS,OCR,Executive Condominium,False,Leasehold,0.03651983210961517,8501,2018,2012.0,93.0
766,ANG MO KIO AVENUE 9,FAR HORIZON GARDENS,OCR,Condominium,False,Leasehold,0.03643876428327814,7214,2016,1982.0,65.0
3036,YIO CHU KANG ROAD,SEASONS PARK,OCR,Condominium,False,Leasehold,0.03616204157091134,17782,2016,1995.0,78.0
3463,YISHUN STREET 51,THE CRITERION,OCR,Executive Condominium,False,Leasehold,0.03609814641401278,98564,2016,2014.0,97.0
513,MARINE PARADE ROAD,COTE D'AZUR,RCR,Condominium,False,Leasehold,0.03606869956813723,22640,2016,2001.0,84.0
181,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD CENTRE,RCR,Apartment,False,Leasehold,0.03606557377049179,4780,2017,1979.0,61.0
3364,JALAN JURONG KECHIL,TERRENE AT BUKIT TIMAH,RCR,Condominium,False,Freehold,0.03601179653322265,8690,2016,1885.0,868.0
2670,ELIAS ROAD,PASIR RIS BEACH PARK,OCR,Semi-detached,False,Freehold,0.035955289707313404,7749,2016,1874.0,857.0
804,LORONG LEW LIAN,FOREST WOODS,OCR,Condominium,False,Leasehold,0.03587745756351085,121343,2016,2016.0,99.0
2606,UPPER CHANGI ROAD,PALMWOODS,OCR,Condominium,False,Leasehold,0.03575705097428177,3359,2016,1996.0,79.0
1181,TOH YI ROAD,KISMIS COURT,RCR,Condominium,False,Leasehold,0.03560439814280106,1659,2016,1981.0,64.0
3613,MEYAPPA CHETTIAR ROAD,THE POIZ RESIDENCES,RCR,Apartment,False,Leasehold,0.03557569343210312,63529,2016,2014.0,97.0
2235,JOO CHIAT LANE,LEGENDA AT JOO CHIAT,RCR,Condominium,False,Leasehold,0.03544290665885567,5293,2016,2001.0,84.0
2642,WOODLEIGH LANE,PARK COLONIAL,RCR,Condominium,False,Leasehold,0.035380208536919255,169435,2018,2017.0,98.0
2737,PRINCE CHARLES CRESCENT,PRINCIPAL GARDEN,RCR,Condominium,False,Leasehold,0.03529164309952875,117281,2016,2014.0,97.0
1328,CHIAP GUAN AVENUE,LANDED HOUSING DEVELOPMENT,OCR,Terrace,False,Freehold,0.03516168607632023,466,2017,1876.0,858.0
3378,PONGGOL SEVENTEENTH AVENUE,THE AMBIENCE,OCR,Strata Detached,False,Freehold,0.03497409326424871,1210,2016,1874.0,857.0
627,HAIG ROAD,DUNMAN VIEW,RCR,Condominium,False,Leasehold,0.03444962064706574,11318,2016,1997.0,80.0
2618,PUNGGOL CENTRAL,PARC CENTROS,OCR,Condominium,False,Leasehold,0.034223807625225505,38408,2016,2012.0,95.0
3895,KEW HEIGHTS,VILLAS AT KEW,OCR,Semi-detached,False,Leasehold,0.034035668161304815,717,2017,1994.0,76.0
1042,WEST COAST DRIVE,HUNDRED TREES,OCR,Condominium,False,Freehold,0.03386385930871,17369,2017,1928.0,867.0
902,BEDOK SOUTH AVENUE 3,GRANDEUR PARK RESIDENCES,OCR,Condominium,False,Leasehold,0.03383888188761098,164448,2017,2016.0,98.0
489,PASIR RIS GROVE,COCO PALMS,OCR,Condominium,False,Leasehold,0.033838762224697054,56706,2016,2008.0,91.0
991,HILLVIEW AVENUE,HILLVIEW 128,OCR,Apartment,False,Freehold,0.03380596014492752,5006,2016,1885.0,868.0
3382,EDGEDALE PLAINS,THE AMORE,OCR,Executive Condominium,False,Leasehold,0.03372611321800793,15036,2016,2013.0,96.0
1510,HOLLAND ROAD,LANDED HOUSING DEVELOPMENT,RCR,Semi-detached,False,Freehold,0.03366559248719502,1791,2017,1877.0,859.0
975,KIM TIAN ROAD,HIGHLINE RESIDENCES,RCR,Condominium,False,Leasehold,0.03346682275174948,65422,2016,2013.0,96.0
245,UPPER PAYA LEBAR ROAD,BOTANIQUE AT BARTLEY,OCR,Condominium,False,Leasehold,0.033349495946480026,41002,2016,2014.0,97.0
3995,WOODSVILLE CLOSE,WOODSVILLE 28,RCR,Apartment,False,Leasehold,0.0332779675291255,5006,2016,2007.0,90.0
2569,ORCHARD BOULEVARD,ORCHARD BEL AIR,CCR,Condominium,False,Leasehold,0.033204134366925084,1687,2016,1980.0,63.0
114,INSTITUTION HILL,ASPEN LINQ,CCR,Apartment,False,Freehold,0.03317268844511139,1667,2017,1841.0,823.0
200,WOODLANDS AVENUE 5,BELLEWOODS,OCR,Executive Condominium,False,Leasehold,0.032807061065444586,61285,2016,2013.0,96.0
2455,CHUAN HOE AVENUE,NANYANG PARK,OCR,Terrace,False,Freehold,0.03270355277026358,4010,2016,1881.0,864.0
3650,MILTONIA CLOSE,THE SHAUGHNESSY,OCR,Strata Terrace,False,Leasehold,0.032693608020820907,15120,2016,2001.0,84.0
608,DUCHESS AVENUE,DUCHESS CREST,CCR,Condominium,False,Leasehold,0.03261240490930807,14450,2016,1995.0,78.0
2288,LOYANG RISE,LOYANG VILLAS,OCR,Terrace,False,Leasehold,0.032377381522532764,22939,2016,1993.0,76.0
188,BEDOK NORTH DRIVE,BEDOK RESIDENCES,OCR,Apartment,False,Leasehold,0.03235302897810759,23566,2016,2011.0,94.0
2382,HILLVIEW AVENUE,MERAWOODS,OCR,Condominium,False,Freehold,0.03227986686181797,14746,2016,1885.0,868.0
3417,BENCOOLEN STREET,THE BENCOOLEN,RCR,Apartment,False,Leasehold,0.0321437025522871,4524,2016,1995.0,78.0
3120,MARINE PARADE ROAD,SILVERSEA,RCR,Condominium,False,Leasehold,0.031882877450807236,19014,2016,2007.0,90.0
982,HILLVIEW AVENUE,HILLINGTON GREEN,OCR,Condominium,False,Freehold,0.031870961509036615,21045,2016,1883.0,866.0
3963,WESTWOOD DRIVE,WESTWOOD PARK,OCR,Terrace,False,Leasehold,0.031868859538684194,5583,2016,1994.0,77.0
2299,TAN KIM CHENG ROAD,LUTHERAN TOWERS,CCR,Apartment,False,Leasehold,0.031771799628942506,3360,2017,1974.0,60.0
2400,ZION CLOSE,MILL POINT,CCR,Apartment,False,Freehold,0.03175545916678545,6450,2017,1877.0,859.0
3010,PHENG GECK AVENUE,SANT RITZ,RCR,Condominium,False,Leasehold,0.031710269390351056,9370,2016,2012.0,95.0
2797,JANSEN ROAD,RESIDENCES @ JANSEN,OCR,Apartment,False,Freehold,0.031573862191711155,2871,2016,1876.0,859.0
108,ALEXANDRA VIEW,ARTRA,RCR,Apartment,False,Leasehold,0.031327723854608046,100479,2017,2016.0,98.0
214,BISHAN STREET 21,BISHAN 8,RCR,Condominium,False,Leasehold,0.031315407143583336,9639,2016,1996.0,79.0
77,HOLLAND ROAD,ALLSWORTH PARK,CCR,Condominium,False,Freehold,0.03100907582707137,4352,2017,1885.0,867.0
2927,MOUNT SINAI DRIVE,RIDGEWOOD,CCR,Condominium,False,Freehold,0.030986406204009036,9434,2016,1885.0,868.0
177,MAR THOMA ROAD,BEACON HEIGHTS,RCR,Condominium,False,Freehold,0.030812879191554933,12291,2016,1882.0,865.0
455,BEACH ROAD,CITY GATE,RCR,Apartment,False,Leasehold,0.030580325845298358,4998,2016,2014.0,97.0
3623,BUKIT DRIVE,THE RAINTREE,OCR,Condominium,False,Leasehold,0.030368995229715597,16382,2016,2003.0,86.0
3049,SELETAR HILLS DRIVE,SELETAR VIEW,OCR,Strata Terrace,False,Freehold,0.03009459465255017,964,2019,1879.0,859.0
612,DUCHESS AVENUE,DUCHESS RESIDENCES,CCR,Condominium,False,Freehold,0.0300019111435555,6534,2016,1875.0,858.0
140,FLORA ROAD,AZALEA PARK CONDOMINIUM,OCR,Condominium,False,Freehold,0.029922688015611064,8939,2016,1885.0,868.0
3526,DEPOT ROAD,THE INTERLACE,RCR,Condominium,False,Leasehold,0.029881120618687806,67438,2016,2009.0,92.0
2974,TRANSIT ROAD,ROOTS @ TRANSIT,OCR,Apartment,False,Leasehold,0.029849077128815047,2844,2019,2014.0,94.0
3707,TAMPINES AVENUE 1,THE TROPICA,OCR,Condominium,False,Leasehold,0.029586401307391846,18274,2016,1996.0,79.0
606,DRAYCOTT PARK,DRAYCOTT EIGHT,CCR,Condominium,False,Leasehold,0.029482359745517644,4579,2016,1997.0,80.0
2633,WEST COAST VALE,PARC RIVIERA,OCR,Condominium,False,Leasehold,0.029468609107630987,158654,2016,2015.0,98.0
3037,PEMIMPIN DRIVE,SEASONS VIEW,RCR,Condominium,False,Leasehold,0.02925078691533769,10829,2016,1996.0,79.0
3934,BEDOK RESERVOIR ROAD,WATERFRONT KEY,OCR,Condominium,False,Leasehold,0.029125086328332123,20467,2016,2007.0,90.0
70,SUNRISE TERRACE,ALANA,OCR,Strata Terrace,False,Leasehold,0.029061706521739127,2594,2016,2013.0,100.0
3103,JALAN ANAK BUKIT,SHERWOOD TOWER,RCR,Apartment,False,Leasehold,0.02896563283264051,8828,2016,1976.0,59.0
1229,JURONG LAKE LINK,LAKEVILLE,OCR,Condominium,False,Leasehold,0.028962981408694348,26078,2016,2013.0,96.0
3702,TREVOSE CRESCENT,THE TREVOSE,CCR,Condominium,False,Leasehold,0.02896280144414177,8191,2016,1996.0,79.0
3523,FLORA DRIVE,THE INFLORA,OCR,Condominium,False,Leasehold,0.028930915131401398,21776,2016,2012.0,95.0
311,WEST COAST WAY,CARABELLE,OCR,Condominium,False,Freehold,0.028683691614422295,16919,2016,1928.0,868.0
3800,LORONG 3 TOA PAYOH,TREVISTA,RCR,Condominium,False,Leasehold,0.028108659052566997,31766,2016,2008.0,91.0
3181,SPOTTISWOODE PARK ROAD,SPOTTISWOODE PARK,RCR,Apartment,False,Leasehold,0.02803738317757009,7365,2016,1973.0,56.0
2567,TANAH MERAH KECHIL AVENUE,OPTIMA @ TANAH MERAH,OCR,Condominium,False,Leasehold,0.027900189765126853,13451,2016,2008.0,91.0
668,EASTWOOD ROAD,EASTWOOD GREEN,OCR,Condominium,False,Leasehold,0.027857892053744594,3842,2016,1995.0,78.0
2234,JANSEN ROAD,LEGEND @ JANSEN,OCR,Strata Terrace,False,Freehold,0.027472527472527482,1446,2017,1876.0,858.0
3218,UPPER SERANGOON ROAD,STARS OF KOVAN,OCR,Apartment,False,Leasehold,0.02745233615536528,77533,2016,2015.0,98.0
578,DAKOTA CRESCENT,DAKOTA RESIDENCES,RCR,Condominium,False,Leasehold,0.027330738154147306,13718,2016,2007.0,90.0
2629,JURONG EAST AVENUE 1,PARC OASIS,OCR,Condominium,False,Leasehold,0.02731459981656833,32506,2016,1991.0,74.0
690,CANBERRA DRIVE,EIGHT COURTYARDS,OCR,Condominium,False,Leasehold,0.02710752528212194,33117,2016,2010.0,93.0
3498,GERALD DRIVE,THE GARDENS AT GERALD,OCR,Strata Terrace,False,Freehold,0.02670421691169857,3133,2016,1879.0,862.0
693,HOLLAND LINK,ELEVEN @ HOLLAND,CCR,Strata Semi-detached,False,Leasehold,0.026656105565953266,2752,2017,2010.0,92.0
3619,ROBERTSON QUAY,THE QUAYSIDE,CCR,Apartment,False,Leasehold,0.026502312600402745,4780,2016,1994.0,77.0
2224,BUKIT BATOK STREET 41,LE QUEST,OCR,Apartment,False,Leasehold,0.026235400599864945,116471,2017,2016.0,98.0
3699,POTONG PASIR AVENUE 1,THE TRE VER,RCR,Condominium,False,Leasehold,0.02622769024295572,163857,2018,2018.0,99.0
1180,KING'S ROAD,KINGSVILLE,CCR,Semi-detached,False,Leasehold,0.026058908311965744,4788,2017,1996.0,81.0
2942,FERNVALE CLOSE,RIVERBANK @ FERNVALE,OCR,Condominium,False,Leasehold,0.025941262822673384,55207,2016,2013.0,96.0
1192,KOVAN ROAD,KOVAN MELODY,OCR,Condominium,False,Leasehold,0.0259399448695354,39003,2016,2004.0,87.0
805,WOODLANDS DRIVE 16,FORESTVILLE,OCR,Executive Condominium,False,Leasehold,0.025932821178460075,11008,2016,2012.0,95.0
2438,MOUNT SINAI DRIVE,MOUNT SINAI,CCR,Semi-detached,False,Freehold,0.025875394535680846,2370,2016,1885.0,868.0
3002,TANJONG RHU ROAD,SANCTUARY GREEN,RCR,Condominium,False,Leasehold,0.025839795577213644,24537,2016,1997.0,80.0
83,NEWTON ROAD,AMARYLLIS VILLE,CCR,Condominium,False,Leasehold,0.025819130282618293,17789,2016,1997.0,80.0
3962,WESTWOOD WALK,WESTVILLE,OCR,Terrace,False,Leasehold,0.025617288324585236,18766,2016,1994.0,77.0
2,CANBERRA DRIVE,1 CANBERRA,OCR,Executive Condominium,False,Leasehold,0.02541986194858699,28220,2018,2012.0,93.0
101,SERANGOON TERRACE,ARDISIA GARDENS,OCR,Terrace,False,Leasehold,0.025404463759179752,2326,2017,1993.0,75.0
246,WEST COAST PARK,BOTANNIA,OCR,Condominium,False,Freehold,0.025345976360143636,25644,2016,1928.0,868.0
3461,PRINCE CHARLES CRESCENT,THE CREST,RCR,Condominium,False,Leasehold,0.025103685151045847,89058,2016,2012.0,95.0
3187,GRANGE ROAD,SPRING GROVE,CCR,Condominium,False,Leasehold,0.02501564383101153,14186,2016,1991.0,74.0
2267,PASIR RIS GROVE,LIVIA,OCR,Condominium,False,Leasehold,0.024923214086460317,35605,2016,2008.0,91.0
3232,BEDOK RIA CRESCENT,STRATFORD COURT,OCR,Condominium,False,Leasehold,0.02490721514296787,13463,2016,1995.0,78.0
3048,GERALD DRIVE,SELETAR SPRINGS CONDOMINIUM,OCR,Condominium,False,Leasehold,0.024725461137642766,23299,2016,1997.0,80.0
2089,SUNBIRD CIRCLE,LANDED HOUSING DEVELOPMENT,OCR,Semi-detached,False,Leasehold,0.024663745768147494,929,2018,1992.0,73.0
947,SERANGOON GARDEN TERRACE,HAUS@SERANGOON GARDEN,OCR,Terrace,False,Leasehold,0.024660243781556897,4166,2017,2011.0,93.0
3240,BEATTY ROAD,STURDEE RESIDENCES,RCR,Condominium,False,Leasehold,0.024510524483788154,34583,2016,2015.0,98.0
2965,TONG WATT ROAD,ROBERTSON EDGE,CCR,Apartment,False,Freehold,0.02450195359896307,3579,2017,1841.0,823.0
981,HILLCREST ROAD,HILLCREST VILLA,CCR,Strata Terrace,False,Leasehold,0.024483783817673244,16320,2016,2006.0,89.0
3786,TAMPINES LANE,TREASURE AT TAMPINES,OCR,Condominium,False,Leasehold,0.02445246692997088,456619,2019,2018.0,98.0
2465,JALAN NAUNG,NAUNG RESIDENCE,OCR,Apartment,False,Freehold,0.024445873008538243,4295,2017,1883.0,865.0
964,UPPER SERANGOON VIEW,HERON BAY,OCR,Executive Condominium,False,Leasehold,0.02436854786878567,19763,2018,2012.0,93.0
756,FABER HEIGHTS,FABER CREST,OCR,Condominium,False,Leasehold,0.02436782023040474,14206,2016,1996.0,79.0
3662,DAIRY FARM HEIGHTS,THE SKYWOODS,OCR,Condominium,False,Leasehold,0.02427138898212629,10084,2018,2012.0,93.0
2680,SOPHIA ROAD,PEACE CENTRE/MANSIONS,CCR,Apartment,False,Leasehold,0.024249544007172216,3107,2016,1970.0,53.0
491,COMMONWEALTH AVENUE,COMMONWEALTH TOWERS,RCR,Condominium,False,Leasehold,0.024006270877082063,99541,2016,2013.0,96.0
3466,BUKIT BATOK STREET 21,THE DEW,OCR,Executive Condominium,False,Leasehold,0.023969488679528896,9282,2017,2000.0,82.0
3618,COMPASSVALE BOW,THE QUARTZ,OCR,Condominium,False,Leasehold,0.023913596125510993,36092,2016,2005.0,88.0
3289,SERANGOON AVENUE 2,SUNGLADE,OCR,Condominium,False,Leasehold,0.023887166063293438,18766,2016,2000.0,83.0
3004,SANDILANDS ROAD,SANDILANDS RESIDENCES,OCR,Semi-detached,False,Freehold,0.023826632880753335,474,2017,1886.0,868.0
3574,HOUGANG STREET 11,THE MINTON,OCR,Condominium,False,Leasehold,0.023825160784635972,71133,2016,2007.0,90.0
2705,SUMANG WALK,PIERMONT GRAND,OCR,Executive Condominium,False,Leasehold,0.023794907528488233,185637,2019,2018.0,98.0
1221,JURONG LAKE LINK,LAKE GRANDE,OCR,Condominium,False,Leasehold,0.02374787351325538,157470,2016,2015.0,98.0
3534,HILLVIEW AVENUE,THE LANAI,OCR,Condominium,False,Freehold,0.023510712529591363,5074,2017,1885.0,867.0
97,BEDOK RESERVOIR VIEW,AQUARIUS BY THE PARK,OCR,Condominium,False,Leasehold,0.023248280635649723,28848,2016,1996.0,79.0
2614,FERNVALE STREET,PARC BOTANNIA,OCR,Condominium,False,Leasehold,0.02317905832500997,165555,2017,2016.0,98.0
1219,JALAN HAJIJAH,LAGUNA GREEN,OCR,Condominium,False,Leasehold,0.02314919913747932,5292,2016,1995.0,78.0
2859,LORONG 16 GEYLANG,RESIDENTIAL APARTMENTS,RCR,Apartment,False,Freehold,0.02312257292408859,885,2016,1960.0,999943.0
3609,MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,RCR,Condominium,False,Leasehold,0.023070975496788,8917,2016,2002.0,85.0
3795,CHESTNUT AVENUE,TREE HOUSE,OCR,Condominium,False,Leasehold,0.023031484701899238,25732,2016,2009.0,92.0
2362,PETIR ROAD,MAYSPRINGS,OCR,Apartment,False,Leasehold,0.022986515477116762,30454,2016,1994.0,77.0
1194,KOVAN RISE,KOVAN REGENCY,OCR,Condominium,False,Leasehold,0.022929811824810627,18241,2016,2012.0,95.0
850,GENTLE DRIVE,GENTLE VILLAS,CCR,Semi-detached,False,Leasehold,0.022835830539674924,3583,2016,1993.0,76.0
1146,OXFORD ROAD,KENTISH LODGE,RCR,Apartment,False,Leasehold,0.022700043319512343,4535,2016,1995.0,78.0
3990,WOODGROVE DRIVE,WOODGROVE CONDOMINIUM,OCR,Condominium,False,Leasehold,0.022666151666889983,12751,2016,1997.0,80.0
2539,DUCHESS ROAD,ONE DUCHESS,CCR,Apartment,False,Freehold,0.022615370374605353,2153,2016,1875.0,858.0
3007,JALAN LOYANG BESAR,SANDY PALM,OCR,Condominium,False,Leasehold,0.022575477041307378,3127,2017,1996.0,78.0
346,BEDOK SOUTH AVENUE 1,CASAFINA,OCR,Condominium,False,Leasehold,0.022495952733207054,12277,2016,1996.0,79.0
3955,WEST COAST CRESCENT,WESTCOVE CONDOMINIUM,OCR,Condominium,False,Leasehold,0.02245597553579224,10819,2016,1995.0,78.0
2955,FERNVALE CLOSE,RIVERTREES RESIDENCES,OCR,Apartment,False,Leasehold,0.02243886956683404,23833,2016,2013.0,96.0
3142,BISHAN STREET 15,SKY HABITAT,RCR,Condominium,False,Leasehold,0.022429267323377446,40708,2017,2011.0,93.0
3207,ST. NICHOLAS VIEW,ST NICHOLAS VIEW,OCR,Terrace,False,Leasehold,0.02242373857046007,3943,2017,1995.0,77.0
3703,JALAN LEMPENG,THE TRILINQ,OCR,Condominium,False,Leasehold,0.022401374703175055,114875,2016,2012.0,95.0
2591,PALM GROVE AVENUE,PALM GROVE REGENCY,OCR,Strata Semi-detached,False,Freehold,0.022233146038392597,1952,2017,1878.0,860.0
3888,JALAN SEMPADAN,VILLA MARINA,OCR,Condominium,False,Leasehold,0.022199391953151064,24098,2016,1995.0,78.0
3491,HOUGANG AVENUE 7,THE FLORIDA,OCR,Executive Condominium,False,Leasehold,0.02208924309351054,22017,2016,1997.0,80.0
657,JALAN LIMAU KASTURI,EASTERN GROVE,OCR,Terrace,False,Freehold,0.021935481880122405,936,2017,1878.0,860.0
1100,COMPASSVALE BOW,JEWEL @ BUANGKOK,OCR,Condominium,False,Leasehold,0.021919067592267038,23299,2016,2012.0,95.0
4013,ZION ROAD,ZENITH,CCR,Apartment,False,Freehold,0.021881843614314462,5502,2016,1877.0,860.0
118,LORONG 42 GEYLANG,ASTON MANSIONS,RCR,Apartment,False,Leasehold,0.021793740876339757,7853,2016,1995.0,78.0
3949,WEST COAST CRESCENT,WEST BAY CONDOMINIUM,OCR,Condominium,False,Leasehold,0.021785371804111095,11513,2016,1991.0,74.0
3739,WESTWOOD AVENUE,THE WOODS,OCR,Strata Semi-detached,False,Leasehold,0.021710423503672447,4572,2016,2010.0,93.0
204,PASIR RIS DRIVE 1,BELYSA,OCR,Executive Condominium,False,Leasehold,0.02167122716238737,18727,2017,2011.0,93.0
119,JALAN LOYANG BESAR,ASTON RESIDENCE,OCR,Strata Detached,False,Freehold,0.021639062163906223,3198,2016,1938.0,868.0
847,LORONG 5 TOA PAYOH,GEM RESIDENCES,RCR,Condominium,False,Leasehold,0.02162263797212497,71810,2016,2015.0,98.0
3490,FLORENCE ROAD,THE FLORENTINE,OCR,Apartment,False,Freehold,0.021572571804919366,2152,2017,1934.0,864.0
3819,WEST COAST VALE,TWIN VEW,OCR,Apartment,False,Leasehold,0.021556743872690756,123598,2018,2017.0,98.0
802,PETIR ROAD,FORESQUE RESIDENCES,OCR,Condominium,False,Leasehold,0.021539936058597373,19953,2016,2011.0,94.0
3940,TAMPINES AVENUE 1,WATERVIEW,OCR,Condominium,False,Leasehold,0.02152965149761463,36263,2016,2010.0,93.0
1028,ANG MO KIO AVENUE 2,HORIZON GARDENS,OCR,Strata Terrace,False,Leasehold,0.02144302432614577,9852,2016,1995.0,78.0
99,TAMPINES AVENUE 8,ARC AT TAMPINES,OCR,Executive Condominium,False,Leasehold,0.021399683590413415,27726,2017,2011.0,93.0
1080,SHUNFU ROAD,JADESCAPE,RCR,Condominium,False,Leasehold,0.02134954817026456,255957,2018,2018.0,99.0
1186,MAKEWAY AVENUE,KOPAR AT NEWTON,CCR,Apartment,False,Leasehold,0.021335212456251904,43809,2020,2019.0,98.0
748,HOUGANG AVENUE 7,EVERGREEN PARK,OCR,Apartment,False,Leasehold,0.021265920236726167,19020,2016,1995.0,78.0
2245,LEONIE HILL,LEONIE SUITES,CCR,Apartment,False,Leasehold,0.02105263157894735,4523,2016,2002.0,85.0
2230,HINDHEDE DRIVE,LE WOOD,OCR,Condominium,False,Leasehold,0.021052382305579254,1924,2017,1999.0,81.0
255,BRADDELL HILL,BRADDELL VIEW,RCR,Apartment,False,Leasehold,0.020976509611949308,13672,2016,1978.0,64.0
3433,YISHUN AVENUE 11,THE CANOPY,OCR,Executive Condominium,False,Leasehold,0.020956343849619554,26708,2018,2010.0,91.0
